Player_id,SV_Player_id,Name
201603,4501,Sonny Weems
2066,n/a,Soumaila Samake
2049,n/a,Speedy Claxton
201150,4288,Spencer Hawes
278,n/a,Stacey Augmon
201186,n/a,Stephane Lasme
201939,4612,Stephen Curry
101211,4012,Stephen Graham
1536,3210,Stephen Jackson
950,n/a,Stephon Marbury
2581,3741,Steve Blake
1883,n/a,Steve Francis
1864,n/a,Steve Goodrich
70,n/a,Steve Kerr
959,3103,Steve Nash
200779,4160,Steve Novak
201631,n/a,Steven Hill
2212,n/a,Steven Hunter
120,n/a,Steven Smith
200848,n/a,Steven Smith
2031,n/a,Stromile Swift
202178,4708,Sundiata Gaines
2551,3711,T.J. Ford
201959,4631,Taj Gibson
2447,n/a,Tamar Slay
2347,n/a,Tang Hamilton
200814,n/a,Tarence Kinsey
1505,n/a,Tariq Abdul-Wahad
201192,n/a,Taurean Green
201981,n/a,Taylor Griffin
2419,3621,Tayshaun Prince
2242,n/a,Terence Morris
2121,n/a,Terrance Roberson
210,n/a,Terrell Brandon
201944,4616,Terrence Williams
426,n/a,Terry Davis
371,n/a,Terry Mills
345,n/a,Terry Porter
200757,4141,Thabo Sefolosha
201152,4290,Thaddeus Young
689,3020,Theo Ratliff
2604,n/a,Theron Smith
201242,n/a,Thomas Gardner
2357,n/a,Tierre Brown
1495,3173,Tim Duncan
896,n/a,Tim Hardaway
1906,n/a,Tim James
1501,n/a,Tim Thomas
2432,n/a,Tito Maddox
103,n/a,Todd Day
957,n/a,Todd Fuller
1928,n/a,Todd MacCulloch
339,n/a,Tom Gugliotta
67,n/a,Tom Hammonds
201962,4634,Toney Douglas
389,n/a,Toni Kukoc
2754,3842,Tony Allen
1499,3176,Tony Battie
2800,n/a,Tony Bobbitt
960,n/a,Tony Delk
763,n/a,Tony Massenburg
2225,3527,Tony Parker
380,n/a,Tony Smith
1765,n/a,Torraye Braggs
1503,3179,Tracy McGrady
145,n/a,Tracy Murray
1892,n/a,Trajan Langdon
696,n/a,Travis Best
101143,n/a,Travis Diener
2580,n/a,Travis Hansen
969,n/a,Travis Knight
2566,3726,Travis Outlaw
1762,n/a,Tremaine Fowlkes
2239,n/a,Trenton Hassell
2772,3860,Trevor Ariza
201821,n/a,Trey Gilder
201234,4352,Trey Johnson
2559,n/a,Troy Bell
1607,n/a,Troy Hudson
2211,3524,Troy Murphy
201951,4623,Ty Lawson
201946,4618,Tyler Hansbrough
201936,4564,Tyreke Evans
895,n/a,Tyrone Corbin
238,n/a,Tyrone Hill
1838,n/a,Tyrone Nesby
1731,n/a,Tyronn Lue
200748,4132,Tyrus Thomas
2199,3512,Tyson Chandler
721,n/a,Tyus Edney
2617,3765,Udonis Haslem
101166,n/a,Uros Slokar
2779,n/a,Vassilis Spanoulis
137,n/a,Vernon Maxwell
2349,n/a,Victor Alexander
2751,n/a,Viktor Khryapa
452,n/a,Vin Baker
1713,3248,Vince Carter
2428,n/a,Vincent Yarbrough
219,n/a,Vinny Del Negro
958,n/a,Vitaly Potapenko
124,n/a,Vlade Divac
2209,3522,Vladimir Radmanovic
1735,n/a,Vladimir Stepania
101144,3965,Von Wafer
1907,n/a,Vonteego Cummings
702,n/a,Voshon Lenard
1887,n/a,Wally Szczerbiak
1005,n/a,Walt Williams
200835,n/a,Walter Herrmann
962,n/a,Walter McCarty
201594,4495,Walter Sharpe
1917,n/a,Wang Zhi-zhi
201961,4633,Wayne Ellington
101134,n/a,Wayne Simien
202083,4694,Wesley Matthews
445,n/a,Wesley Person
200807,n/a,Will Blalock
101198,3999,Will Bynum
101215,4014,Will Conroy
781,n/a,Will Perdue
2226,n/a,Will Solomon
1895,n/a,William Avery
2584,3744,Willie Green
201163,4301,Wilson Chandler
200821,4199,Yakhouba Diawara
101117,n/a,Yaroslav Korolev
201180,n/a,Yue Sun
2657,n/a,Yuta Tabuse
2216,3531,Zach Randolph
440,n/a,Zan Tabak
2560,n/a,Zarko Cabarkapa
2585,3745,Zaza Pachulia
1442,n/a,Zeljko Rebraca
1985,n/a,Zendon Hamilton
2565,n/a,Zoran Planinic
980,3121,Zydrunas Ilgauskas
